basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,can_fuel_consumed,vehcile_model
0,0.21,1,1,3193,0,,2010 volvo fh
0,3.27,4,4.75,3477,0,,2011/ Volvo FH
0,5.52,10,1.6,33604,0,,2011 Renault premium
0.36,256.57,12,23.83,37902,13685.44558,,Mercedes actros 2007
0,0,0,0,0,0,,2016 MAN
0.63,595.18,5,40.6,46943,29528.33653,,2016 MAN
0,24.12,7,8.43,23401,0,,2014 MAN
0.52,425.71,12,19.08,42575,22133.3784,,2014 MAN
0.96,193.53,13,18.31,15192,14576.18262,,2016 MAN
0.14,84.33,23,6.26,39676,5479.051617,,2011 Volvo fh
0.27,233.89,19,12.37,41665,11270.19898,,2005 Volvo fh12
0.08,61.97,36,5.22,52125,3993.321103,,2009 Volvo fh
0.55,133.68,9,13.78,13022,7125.12555,,2006 Volvo fh12
0.58,103.93,6,26.17,12669,7295.062585,,2008 M Actros
0.72,529.25,8,35.88,37878,27364.24679,,2010 Volvo fh
0.37,191.95,17,16.06,44586,16490.33087,,2001 Volvo fh12
0.46,41.21,4,15.5,6642,3075.714613,,2006 Volvo fh12
0.9,730.06,12,34.58,39204,35476.03981,,2011 Volvo fh
0.76,416.7,3,56.33,29314,22332.83049,,2015 VOLVO FH
0.56,160.69,8,27.62,24198,13485.83967,,2003 Volvo FH
0.29,144.81,31,17.03,32171,9208.796504,,2003 Volvo fh12
0.67,236.42,7,28.29,28343,18964.3639,,2004 Volvo fh12
0.56,460.55,17,18.35,45554,25610.1993,,2012 Volvo fh
0.03,6.13,2,21,16180,516.045741,,2008 Volvo fh12
0,0,0,0,0,0,,2015 Volvo fh
0,11.22,7,6.14,5866,0,,015 Volvo fh
0,2.02,5,3.8,3851,0,,2015 Volvo fh
0.3,188.94,10,19.9,29441,8774.521359,,2015 Volvo fh
0.69,595.25,3,64.67,43301,30078.07644,,2015 Volvo fh
0.4,264.62,14,25.07,33539,13494.7903,,2015 Volvo fh
0.52,497.53,12,25.83,48956,25520.99873,,2013 Volvo fh
1.17,130.19,8,16.25,10266,12047.06573,,VOLVO FH 2007
0.75,900.86,5,72.4,58645,44086.25316,,2014 Volvo fh
0.09,23.91,10,7.5,22604,2106.275238,,2014 Volvo fh
0.29,263.28,20,12.5,41988,12280.00624,,2014 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0,6.46,3,11.33,5952,0,,2015
0.53,633.38,23,23.61,57268,30367.59994,,2015 Volvo fh
0.58,634.74,17,22.65,52582,30655.82893,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.56,437.06,18,14.44,41037,22845.15947,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.04,24.27,7,10,35899,1482.498814,,2015 Volvo fh
0.63,124.91,4,21.75,11992,7501.587102,,2015 Volvo fh
0.56,451.28,18,25.94,43738,24369.25019,,Volvo fh
0.55,96.94,9,19.33,12142,6653.78722,,2012 Volvo fh
0,0.15,1,3,673,0,,2015 MAN
0,0,0,0,0,0,,2017 VOLVO FH
0,0,0,0,100,0,,2015 MAN
0,0.27,1,2,661,0,,2015 MAN
0,0,0,0,0,0,,2015 MAN
0,0,0,0,0,0,,2016 VOLVO FH
0.19,166.71,10,22.7,37692,7218.688669,55.8,2013 / Volvo fh
0.62,489.31,10,24.9,50112,31158.48474,148.6,2014 Volvo fh
0,5.62,7,6,16652,0,6.18,2012 Volvo fh
0.56,396.71,13,19.31,48734,27207.92513,124.91,2014 Volvo fh
0,4.83,8,5,4508,0,0.82,2014 Volvo fh
0.63,380.69,9,22.22,39942,25018.48704,139.1,2012 Volvo fh
0.33,297.25,11,30,58160,18974.48109,93,2014 Volvo fh
0.39,146.62,9,17.11,23252,9079.504736,77.62,2004 Volvo fh12
0.51,414.32,15,16.4,51956,26732.75773,254.1,2008 Volvo fh12
711.48,461.74,7,39.14,43,30593.59782,272.5,2008/Volvo FH
0.9,655.75,9,34,41861,37526.61987,148.6,2014 Volvo fh
0.76,547.75,12,31.75,49717,37988.21289,234.31,2008 Volvo fh12
0.2,105.25,7,19.71,34789,6971.497054,68.09,2014/Volvo FH
0.4,416.22,13,33.08,72653,29161.0991,151.88,2013/ Volvo FH
0.4,326.15,11,19.82,51938,20635.61518,124.9,2008 Volvo fh12
0.52,161.51,4,23.5,19317,9963.29769,47.4,2014 Volvo fh
0.67,439.7,15,22.07,48267,32269.36817,119,2014 Volvo fh
0.45,430.96,14,27.29,68444,30945.92657,134.32,2014/Volvo FH
0.64,472.26,7,43,42507,27004.28716,142.4,2014 Volvo fh
0.73,452.18,7,49.43,39249,28813.55338,185.3,2014/ Volvo FH
0,15.85,5,8.8,15575,0,20.32,2004 Volvo fh12
0.44,430.06,11,36.82,58733,25966.80874,159.38,2008/ Volvo FH
0.91,597.71,15,42,39637,35889.56411,154.28,2014 Volvo fh
0.47,255.94,13,22,36265,17117.08268,49.6,2014 Volvo fh
0.6,596.02,16,22.25,67262,40260.40676,277.31,2014/ Volvo FH
0.29,227.16,8,25.25,44513,12818.59825,114.5,2012 Volvo fh
0.44,441.6,8,25.62,56361,25032.82113,189.8,2008 Volvo fh
0.6,386,13,15.85,36488,22015.02696,142.39,2008  Volvo fh
0.69,621.06,8,51.25,47473,32816.46463,103.9,2014 Volvo fh
0.23,120.37,6,24.17,27663,6325.402632,54.41,2012 Volvo fh
0.54,150.16,4,28.25,17774,9531.484842,56.8,2014 Volvo fh
0.24,120.55,8,16.5,29786,7227.145942,67.2,2012 volvo fh
0.8,289.94,10,15.6,23662,18837.01929,104.1,2010 Volvo fh
0.52,345.13,11,35.73,48207,25066.32415,160.41,2008 Volvo fh12
0.63,398.53,11,33.36,37699,23682.03442,180.69,2007 Volvo fh12
0.49,359.73,11,30.18,53189,26041.16302,108.5,2014 Volvo fh
0,3.89,2,4.5,2764,0,3.4,2014 Volvo fh
2.42,549.05,11,26.91,14216,34377.42282,220,2014 Volvo fh
0.47,269.75,16,17.69,45237,21476.59117,82.8,2014 Volvo fh
0.65,323.63,7,23.71,32676,21318.58688,89.88,2014 Volvo fh
0.66,99.53,4,33.75,11489,7546.5563,40.69,2012 Volvo fh
0.21,186.51,8,20.75,44213,9285.454572,64.81,2014 Volvo fh
0.61,448.32,12,29.42,39523,23927.06444,159.5,2013 Volvo fh
0.5,383.54,9,27.33,51226,25765.98274,142.9,2012 Volvo fh
0.58,477.68,12,29.67,53828,30965.04182,213.41,2011 Volvo fh
0.98,247.99,12,38.83,17569,17243.36908,14.9,"Toyota Avanza, 2020"
0,0,0,0,695,0,0.2,"Ford transit, 2020"
0,0,0,0,0,0,0,Renault Symbol 2020
0,0,0,0,0,0,0,Toyota Avanza 2020
0,0,0,0,0,0,0,Toyota Rush 2022
0,0,0,0,0,0,0,Renault Symbol
0,0,0,0,773,0,0,Toyota Hiace
0.63,60,7,34.86,8067,5101.732339,0,Ford Transit 2020
0.56,75.32,11,32.82,10422,5861.466911,0,Unicorn Honda
0.67,214.72,21,28,25148,16917.25162,17.2,TOYOTA RUSH 2022
0.63,270.25,23,32.17,32246,20459.08959,26.7,Toyota rush 2022
0,0,0,0,0,0,0,Toyota rush 2022
0.65,103.75,9,24.33,13851,9020.708087,0,Toyota Avanza 2020
0,0,0,0,6909,0,,Volvo fh
0.45,363.44,21,13.38,40559,18436.59097,,Volvo fh
0,0.25,1,1,1091,0,,2011 Volvo fh
0,1.31,2,8,909,0,,Volvo fh 2011
0,9.2,17,2.94,17128,0,,2012 volvo fh
0.96,488.43,5,47.8,28711,27590.67843,,2012 volvo fh
0,0.36,1,5,257,0,,2014 Volvo fh
0.41,95.49,5,13.6,14633,5970.916652,,Volvo FH 12 2008
0.45,66.24,5,23,9443,4235.087949,,2014 Volvo FH
0.78,404.74,7,30.43,26889,20864.53238,,2013 volvo fh12
0,7.14,10,2.5,15782,0,,2013 Volvo fh
0.88,573.52,10,35.9,33759,29638.63796,,2013 Volvo fh
0,0,0,0,0,0,,2013 Volvo fh
0.45,52.74,9,15,9583,4336.048296,,2004 Volvo fh12
0.52,300.72,9,26.11,30470,15812.30557,,2011 Volvo fh
0,0,0,0,1110,0,,2008 Volvo fh12
0.66,405.49,14,32.14,43566,28542.40781,,2013 Volvo fh
0.21,128.84,17,15.12,33577,7104.869242,,2013 Volvo fh
0.83,632.72,12,23.75,38793,32221.19186,,2013 Volvo fh
0.51,181.11,8,20.12,19750,10013.1566,,Volvo FH 2012
0.73,451.97,12,21.58,35785,26273.91082,,2011 Volvo fh
0.71,574.68,10,36.8,41679,29472.37889,,Volvo fh12 2007
0.7,497.31,9,23.44,40469,28207.72194,,2006 volvo fh
0.54,560.95,10,35.7,52636,28279.11996,,2011 Volvo fh
0.33,117.19,10,17.9,23239,7611.121429,,2012 Volvo fh
0.73,423.46,9,32.44,31109,22779.25271,,2005 Volvo fh12
0.45,390.04,10,9.5,38478,17357.74611,,8.62476E+14
0,9.34,12,4.67,19622,0,,2012 volvo FH
0.64,297.63,11,16,26227,16722.54047,,2012 / Volvo fh
0,6.75,8,3.5,26876,0,,2012 Volvo fh
0.2,95.74,5,14.8,28199,5507.582479,,2012 Volvo Fh
0.31,97.09,7,10,17917,5565.827805,,2011 Volvo fh
0.9,694.5,3,47.67,40964,36957.1333,,2012 Volvo fh
1.04,539.78,9,51.67,32221,33496.44253,,2014 Volbo fh
0,0.29,3,0,8828,0,,2011 Volvo fh
0.86,919.28,3,47,57925,49936.29212,,2012 Volbo fh
0.74,481.23,12,30.33,33251,24760.77393,,2004 Volvo fh12
0.53,415.16,11,29.36,43400,23071.4381,,2013  volvo fh12
0.73,323.03,11,21.55,26726,19419.30891,,2012 Volvo fh12
0.32,272.78,10,24.2,41298,13169.55769,,2012 Volvo fh12
0.23,33.95,6,13.17,11089,2514.182604,,2014 Volvo fh
0.97,494.97,13,34.23,36646,35687.21372,,2012 Volvo fh
0.76,119.58,8,22.5,14081,10654.47236,,2012 Volvo fh
0.69,203.43,6,27,19146,13305.4595,,2014 Volvo fh
0.54,263.83,21,27.43,46074,24672.80258,,2003 Volvo fh
0.74,291.08,20,30.5,37361,27787.8602,,2007 Volvo fh12
0,7.52,9,3,12279,0,,2012 Volvo fh12
0.37,73.4,5,15.8,20088,7364.872963,,2014 Volvo fh12
0.62,245.62,19,22.68,40899,25330.67005,,2013 Volvo Fh
0.49,52.72,3,28.33,9231,4549.792179,,Volvo fh
0.46,54.12,7,11.57,11666,5314.527217,,2011 Volvo fh
0.87,467.22,10,31.3,31626,27579.64148,,2011 Volvo fh
0.6,485.17,11,27.91,39871,24029.11255,,2012 Volvo fh12
0.14,50.79,18,4.94,35212,5031.768444,,2011 Volvo fh
0.5,508.62,5,44.2,45441,22702.71207,,2013 Volvo fh
0.57,285.59,17,25.59,55061,31228.73729,,2004 Volvo fh12
0.59,252.54,10,24,23199,13593.65593,,2011 Volvo fh
0,0,0,0,14848,0,,2004 / Volvo fh12
0,2.01,1,25,594,0,,2007 / Volvo fh 12
0,0,0,0,0,0,,2004 Volvo fh12
0.83,468.98,10,19.4,31121,25782.26739,,2012 Volvo fh
0.75,472.97,7,46.57,36712,27399.85084,,2004 Volvo fh12
0.68,257.1,9,24.78,25723,17460.75665,,2007 Volvo fh12
0,0,0,0,195,0,,2006 Volvo fh12
0.58,489.39,15,28.2,39496,22953.49563,,2007 Volvo fh12
0.3,164.4,17,17.06,32984,9848.265027,,2011 Volvo fh
0.29,18.37,2,19,6308,1822.198542,,2008 Volvo fh12
0.69,73.36,6,13.33,10615,7347.376979,,2012 Volvo fh
0.33,152.36,15,16.67,25415,8262.502758,,2012 Volvo fh
0,0.86,2,2,2263,0,,2007 Volvo fh12
0.48,390.4,7,13.29,36930,17765.33963,,2009 Volvo fh
0.9,495.54,8,35.75,38745,34796.71962,,2008 Volvo fh12
0.71,296.25,25,22.04,37771,26638.87975,,2005 Volvo fh12
0.81,393.57,8,26.75,26775,21644.6254,,2006 Volvo fh 440
0.98,256.9,8,29.62,18973,18509.59609,,2005 Volvo fh12
0.52,252.96,9,22.78,27864,14625.0527,,2008 Volvo fh12
0.23,70.91,13,11.15,27614,6239.699081,,2009 Volvo fh12
0.8,621.38,10,40.2,39884,31980.60305,,2014 Volvo fh
0.19,18.57,5,7.6,9197,1777.231011,,2012 volvo fh12
0.2,97.68,8,14.75,30789,6070.458731,,2012 Volvo fh
0.55,347.89,16,16.25,35686,19800.93897,,2013 Volvo fh
0.77,685.96,14,24.29,44682,34467.30217,,2006 Volvo fh12
0.44,274.38,18,15.5,35016,15291.26162,,2005 Volvo fh12
0.3,291.82,17,15.29,49096,14730.30158,,2005 Volvo fh12
1.17,425.88,9,43,19153,22444.62229,,2012 Volvo fh
0.53,273.81,13,21.15,27165,14337.86428,,2005 Volvo fh
0.61,488.99,17,27.41,36508,22350.04225,,2009Volvo fh
0.6,225.3,6,40.67,18858,11241.17007,,2008 Volvo fh12
0.58,33.38,7,30.86,4809,2787.468219,,Honda unicorn
0.38,82.85,29,20.86,13217,4993.835629,,H unicorn
0.24,18.32,5,24.6,2659,636.5994907,,H unicorn
0.9,116.41,24,38.79,10962,9890.603824,,H unicorn
0.98,153.07,18,46.11,10974,10803.71753,,H unicorn
0.79,159.27,36,30.97,17114,13508.45324,,H unicorn
0.73,105.06,23,31.52,14144,10385.46663,,H unicorn
0.89,30.97,4,37.5,2543,2274.411105,,H unicorn
0.34,123.3,34,23.79,19346,6596.213983,,H unicorn
0.4,59.9,13,29.38,11266,4495.137518,,H unicorn
0.32,34.29,6,24.5,5788,1850.123254,,H unicorn
0,0,0,0,0,0,,H unicorn
0.82,186.92,27,31.3,19847,16311.68205,,H unicorn
0.9,171.69,38,44.21,12466,11256.32839,,H unicorn
0.82,140.21,20,33.2,13265,10934.93295,,H unicorn
0,0,0,0,0,0,,H unicorn
0.84,77.81,7,37,8312,6960.464395,,H unicorn
0.39,80.81,29,26.66,15592,6154.972453,,H unicorn
0,0,0,0,0,0,,H unicorn
0.84,154.72,23,42.48,14756,12439.90817,,Honda unicorn
0.14,90.73,21,21.1,18426,2592.227933,,H unicorn
0.64,119.49,15,30.53,16150,10291.23659,,Honda Unicorn
0.92,162.02,14,37.86,14885,13679.88055,,Honda Unicorn
0.47,114.68,17,15.65,23927,11229.39595,,Volvo FH12 2003
0.46,177.27,12,25.42,28671,13188.57864,,Volvo FH12 2004
0.72,503.84,8,47.38,35938,26026.95414,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2004
0,0,0,0,0,0,,Volvo FH12 2004
0.33,102.53,4,19,16664,5568.922818,,Volvo FH12 2006
0,0,0,0,4827,0,,Volvo FH12 2012
0.85,412.08,9,40.33,25418,21494.22864,,Mercedes Actros 2005
0.31,102.23,2,37.5,17430,5391.048628,,9281
0,0,0,0,0,0,,Volvo FH12 2004
0.55,369.87,14,26,35218,19514.60538,,Volvo FH  2004
0.47,195.79,11,29.18,30123,14200.11068,,Volvo FH12 2004
0,0,0,0,0,0,,Volvo FH12 2004
0.86,545.23,6,49.83,36586,31597.48534,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2003
0.05,5.24,1,26,14546,725.2609583,,Volvo FH12 2011
0.75,661.51,11,50.91,39445,29737.44265,,Volvo FH12 2012
0,0,0,0,5620,0,,Volvo FH12 2000
0,0,0,0,44235,0,,Volvo FH12 2007
0,0,0,0,0,0,,Volvo FH12 2006
0,0,0,0,0,0,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2000
0,0,0,0,0,0,,Volvo FH 2000
0,0,0,0,0,0,,Volvo fh12
0.78,413.14,5,48.8,28157,21966.58762,,Volvo Fh12 2011
0,1.98,4,9,5663,0,,Volvo FH12 2007
0.24,125.31,7,26,33145,7795.84731,,"Volvo fh13, 2010"
0.91,593.25,15,23.07,31960,29114.46036,,"Volvo Fh13, 2010"
0.43,8.31,2,13.5,2568,1099.99912,," vfh12, 2015"
0.14,160.82,18,26.89,51280,7367.449549,,"Vfh12, 2015"
0.72,423.32,6,33.5,31413,22726.28268,,"VFh12, 2015"
0.59,427.1,7,42.57,37853,22154.7937,,"Vfh12, 2015"
0.89,843.75,9,39.22,41648,37013.24285,,"Vfh12, 2015"
0.47,451.1,17,18.12,46195,21828.1579,,"volvo fh12, 2015"
0.27,52.02,8,16.38,16489,4393.313968,,"Vfh 12, 2015"
0.59,447.72,15,34.93,40236,23814.71316,,"Volvo fh12, 2005"
0.57,452.11,22,26.59,41169,23366.22337,,"Volvo fh12, 2005"
0.53,487.69,14,34.21,49448,26206.47785,,2006 volvo fh12
0.77,424.81,8,38.38,30732,23763.06433,,2006 Volvo fh12 
0,0,0,0,0,0,,"VOLVO FH12, 2002"
0.23,78.2,20,12.65,27301,6228.927204,,"Volvo fh12, 2003"
0.62,444.68,14,28.21,36693,22879.10953,,"volvo fh12, 2006"
0.66,438.49,7,47.71,35777,23670.04723,,Volvo FH12 2012
0.89,968.21,10,47.6,54613,48710.62778,, Volvo Fh 2008 
0.69,409.63,17,20.82,30550,20928.87421,,Volvo FH 2007
0,129.94,4,18.25,0,7582.892294,,Volvo FH 2008
0.58,645.79,5,46.6,53274,31108.84291,,Volvo FH 2007
0,7.4,5,9,36987,0,,VOLVO FH 2008
0,0,0,0,1128,0,,Volvo FH 2006
1.17,464.94,9,31.33,22162,25969.2847,,Volvo FH 2010
0.04,18.89,4,16,30625,1165.962704,,Volvo FH 2008
0.6,329.74,5,43.2,30611,18484.7716,,Volvo FH 2007
0,0,0,0,0,0,,VOLVO FH 2009
0,0.3,2,2,6136,0,,VOLVO FH 2009
0,0,0,0,0,0,,8.62476E+14
0.01,14.39,9,14.78,30574,209.0702761,,8.62476E+14
0.67,407.59,4,63.25,34699,23311.00876,,8.62476E+14
0.52,410.22,19,17.89,39410,20639.53395,,Volvo FH 2008
0,0,0,0,0,0,,Volvo FH 2008
0.51,156.17,8,29,14747,7583.300472,,Volvo FH12 2008
0.66,120.63,5,26.8,13690,8972.126876,,Volvo FH12 2007
0.73,324.19,11,35.73,26573,19272.5579,,Volvo FH12 2007
0.03,19.29,12,8.92,28195,862.6659765,,"Volvo fh12, 2006"
0,0.53,2,3,3736,0,,"Volvo fh, 2006"
0,5.81,6,5.17,36692,0,,38287 dxb
0,2.28,2,12.5,7874,0,,Volvo FH480 2008
0,0,0,0,2391,0,,Volvo FH12 2007
0,5.89,10,4.6,10225,0,,Volvo FH12 2007
0.74,527,4,56.5,42029,31025.75961,,Volvo FH12 2011
0,0,0,0,265,0,,Volvo FH12 2006
0,13.73,9,8.89,35504,0,,2011 Volvo fh
0.29,194.72,19,38.68,36713,10538.60294,,2007 VOLVO FH 
0.8,569.12,9,40.89,35884,28755.47023,,3.50424E+14
0,0,0,0,15404,0,,3.50424E+14
0.98,411.58,2,55,22212,21826.65325,,3.57073E+14
0.68,429.87,15,19.27,31730,21449.47644,,3.50424E+14
0.93,485.89,9,54.44,30546,28467.64965,,3.50424E+14
0.8,415.48,6,48,27420,21803.73782,,Volvo FH12 2007
0.39,447.94,15,13.93,53815,21177.65579,,2007 Volvo fh12
0,4.8,3,14.33,29564,0,,2013 volvo fh
0,0,0,0,6782,0,,2010 Volvo fh
0.71,611.79,10,44.4,42781,30544.45985,,2013 Volvo fh12
0,0.76,4,3.5,24750,0,,3.51742E+14
0.6,409.43,10,35.1,35230,21304.24313,,3.51742E+14
0,411.92,4,56.5,0,22827.64393,,3.51742E+14
0.79,446.45,9,47.44,31082,24495.84717,,3.51742E+14
0.48,380.29,32,16.97,40197,19307.52877,,3.51742E+14
0.55,426.83,11,20.36,42558,23321.36271,,3.51742E+14
1.08,533.2,5,51.2,27729,29890.14734,,3.51742E+14
0.75,324.57,4,53,26422,19873.49795,,3.51742E+14
0.79,429.92,8,43.25,28356,22505.14596,,3.51742E+14
0.52,384.84,12,28.17,38413,20018.49861,,Volvo FH12 2007
0.58,447.5,15,14.47,39838,23038.11678,,Volvo FH12 2008
0.47,516.38,7,41.57,59416,28145.63426,,3.59633E+14
0,0,0,0,8038,0,,3.59633E+14
0.91,484.14,9,33,31660,28757.08497,,3.54017E+14
0,0.22,2,8,702,0,,Reefer Truck 502
0,0.32,1,2,2629,0,,8.6354E+14
0.66,517.81,12,14.42,37380,24631.83161,,addtional
0.55,401.05,17,21.35,41079,22405.88736,,Volvo FH12 2010
0.58,316.33,6,42.67,29362,17166.90658,,8.62476E+14
0.51,358.43,13,22.69,36396,18477.08087,,8.62476E+14
1.25,445.28,8,50.25,20925,26083.60362,,8.62476E+14
1.33,907.45,8,60.25,33048,43880.80342,,8.62476E+14
1.19,462.7,9,47.89,19946,23826.52586,,2011 Volvo fh
0.52,410.55,21,23.52,38957,20354.64735,,2010 Volvo fh12
0.19,160.66,13,27.08,48843,9080.330502,,2006 Volvofh12 
0,0,0,0,6039,0,,2010 Volvo fh
0.46,451.13,19,14.68,50469,23422.41365,,2010 Volvo fh
0.86,427.89,5,38.8,27464,23515.03351,,2012 Volvo fh
0.86,440.66,9,31.89,30083,25965.79715,,2011 Volvo fh
0.25,269.78,14,19.07,52956,13288.81334,,2011 VOLVO FH
0.95,410.57,2,68,22916,21686.34677,,2011 VOLVO FH
1.31,536.17,17,16.18,24176,31672.65364,,2011 VOLVO FH
0.51,374.36,23,16.83,37792,19349.67551,,2011 VOLVO FH
0,0,0,0,0,0,,2011/ Volvo FH
0.5,25.46,4,12.25,4139,2053.528357,,2011 Volvo fh
0.48,434.57,11,14.91,47741,23099.57581,,2011/ Volvo FH
0.78,122.48,1,55,10233,8017.062677,,2010 volvo fh
0.54,483.27,12,19.42,44281,24105.74486,,2011/ Volvo FH
0.34,380.14,23,20.3,58765,20151.19519,,2011 Renault premium
0.65,335.41,8,28.75,35329,23058.41161,,Mercedes actros 2007
0,0,0,0,0,0,,2016 MAN
0.47,548.54,21,18.57,54737,25468.17804,,2016 MAN
0.79,355.52,9,32.11,23531,18693.12736,,2014 MAN
0.17,72.65,10,13.8,33666,5697.586243,,2014 MAN
0.62,400.78,15,21.27,36276,22422.46068,,2016 MAN
0.79,439.6,4,39.5,28900,22814.76095,,2011 Volvo fh
0.72,230.03,7,28.86,18256,13113.5731,,2005 Volvo fh12
0.7,427.37,7,43.14,37771,26289.97604,,2009 Volvo fh
0,17.56,12,6.42,18331,0,,2006 Volvo fh12
0.4,450.51,17,17.35,60389,24021.06249,,2008 M Actros
0.34,450.63,19,19.53,60808,20911.13586,,2010 Volvo fh
0.4,173.5,13,18.92,42003,16843.5314,,2001 Volvo fh12
0.56,429.93,14,20.36,36882,20689.90165,,2006 Volvo fh12
0.37,436.75,16,16.62,50532,18815.1873,,2011 Volvo fh
0,1.01,2,3.5,9017,0,,2015 VOLVO FH
0.54,147.57,12,20.58,21603,11602.29503,,2003 Volvo FH
0.24,135.01,32,16.56,33850,8023.914856,,2003 Volvo fh12
0.2,37.46,5,20.4,20369,4110.320521,,2004 Volvo fh12
0.17,52.17,4,15.25,27723,4679.44241,,2012 Volvo fh
0,6.29,5,5,7888,0,,2008 Volvo fh12
0,0,0,0,0,0,,2015 Volvo fh
0,2.92,2,9.5,3138,0,,015 Volvo fh
0.65,445.66,10,21.8,33998,22246.93096,,2015 Volvo fh
0.56,591.81,9,25.67,53903,29978.09366,,2015 Volvo fh
0.53,548.01,18,24.28,46137,24470.81875,,2015 Volvo fh
0.3,243.4,20,12.75,47278,14043.91787,,2015 Volvo fh
0.49,386.38,17,16.12,46400,22849.07741,,2013 Volvo fh
0,14.74,4,10.5,6336,0,,VOLVO FH 2007
0.46,386.78,17,17.71,47368,21682.06874,,2014 Volvo fh
0.62,358.8,11,28.45,28793,17762.8368,,2014 Volvo fh
0.85,441.5,8,43.88,29701,25237.50247,,2014 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.73,441.46,11,32.73,31375,22990.92653,,2015
0,0.99,4,1.5,18710,0,,2015 Volvo fh
0,1.11,4,1,17115,0,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.07,60.07,13,11.54,32378,2393.176495,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.72,649.63,12,33.33,43275,31112.86122,,2015 Volvo fh
0.55,122.59,8,15.38,17363,9610.056787,,2015 Volvo fh
0.12,28.49,9,12.22,9139,1093.631912,,Volvo fh
0.43,388.94,30,14.03,43806,18914.4492,,2012 Volvo fh
0,0,0,0,152,0,,2015 MAN
0,0,0,0,0,0,,2017 VOLVO FH
0,0,0,0,733,0,,2015 MAN
0,4.1,3,10.67,2460,0,,2015 MAN
0,0,0,0,0,0,,2015 MAN
0,0,0,0,0,0,,2016 VOLVO FH
0.73,420.13,6,38.67,32438,23833.12908,103.2,2013 / Volvo fh
0.91,299.24,2,58.5,19982,18125.47392,94.6,2014 Volvo fh
0.33,158.2,10,22.9,46919,15526.5461,50.1,2012 Volvo fh
0.77,263.47,5,35.6,21993,16882.84027,78.9,2014 Volvo fh
0.68,297.56,10,21,29424,19966.79691,108.59,2014 Volvo fh
0.36,194.5,5,29.2,35661,12723.93982,77.1,2012 Volvo fh
0.72,741.24,8,52.5,52365,37662.81614,240.82,2014 Volvo fh
0.4,240.84,7,32.14,37962,15285.3486,99.91,2004 Volvo fh12
0.49,386.43,7,41.14,47010,22926.42641,171.3,2008 Volvo fh12
1.78,542.06,12,17.83,20617,36740.39289,127.8,2008/Volvo FH
0.5,449.99,17,21.18,46958,23593.86881,116.4,2014 Volvo fh
0.53,226.4,7,22.14,30943,16292.76843,94.72,2008 Volvo fh12
0.43,156.19,7,20.29,20171,8589.932751,66.31,2014/Volvo FH
0.69,456.68,11,28.18,43591,30214.29827,161.81,2013/ Volvo FH
0.55,306.56,5,26,31369,17322.35537,118.32,2008 Volvo fh12
0.55,308.46,9,19.89,28878,15956.76483,84.38,2014 Volvo fh
0.62,365.22,10,33.4,39397,24363.43917,113.12,2014 Volvo fh
0.74,784.5,16,30.44,60282,44452.37297,237,2014/Volvo FH
0.29,288.75,3,43.33,47749,13829.0671,,2014 Volvo fh
0.58,313.19,9,19.78,30001,17255.74982,107.3,2014/ Volvo FH
0.77,285,5,31.4,23264,17998.51519,149.09,2004 Volvo fh12
0.63,526.9,10,36.6,50905,32120.60157,194,2008/ Volvo FH
0.75,488.62,10,21.6,36717,27479.91388,156.28,2014 Volvo fh
0,1.6,7,2.29,7701,0,0.9,2014 Volvo fh
0.42,220.18,7,21.29,37653,15664.01284,104.09,2014/ Volvo FH
0.02,130.7,10,261,31134,746.4596998,35.9,2012 Volvo fh
15.55,352.24,7,34,1668,25943.28656,152.3,2008 Volvo fh
0.04,18.33,2,30.5,31094,1092.899126,30.29,2008  Volvo fh
0.55,428.03,17,18.59,39621,21922.02092,64.2,2014 Volvo fh
0.61,719.09,17,30.71,64568,39610.21687,293.79,2012 Volvo fh
0.42,236.02,10,14.1,26437,11219.90531,80.6,2014 Volvo fh
0.64,718.92,11,33.73,56537,36414.3664,315.09,2012 volvo fh
0.96,335.08,7,22.14,23676,22704.43456,106,2010 Volvo fh
0.49,230.81,7,31.86,28403,13941.76688,100.31,2008 Volvo fh12
0.44,218.09,6,34.67,31591,13853.22148,112.62,2007 Volvo fh12
0.27,129.1,3,33,26101,6934.835473,37.12,2014 Volvo fh
8.32,627.4,7,29.14,4279,35589.41607,135.62,2014 Volvo fh
0.89,315.4,4,39.5,22254,19843.67339,138.22,2014 Volvo fh
1.01,879.62,6,56.83,51165,51889.17105,252.2,2014 Volvo fh
0.81,299.36,3,36.67,22444,18101.60084,99.9,2014 Volvo fh
0.43,233.95,10,16.9,29301,12654.76271,71.9,2012 Volvo fh
